,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
1181,S21499852,Ring-billed Gull,Larus delawarensis,1/22/2015,10:30 AM,1,30,US-MO,38.6389068,-90.2853806,85,1,2015
1371,S56350152,Great Blue Heron,Ardea herodias,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
1753,S21499852,Bald Eagle,Haliaeetus leucocephalus,1/22/2015,10:30 AM,1,30,US-MO,38.6389068,-90.2853806,85,1,2015
1975,S21499852,Yellow-bellied Sapsucker,Sphyrapicus varius,1/22/2015,10:30 AM,1,30,US-MO,38.6389068,-90.2853806,85,1,2015
2022,S56350152,Red-headed Woodpecker,Melanerpes erythrocephalus,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
2109,S56350152,Red-bellied Woodpecker,Melanerpes carolinus,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
2211,S56350152,Downy Woodpecker,Dryobates pubescens,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
2265,S56350152,Hairy Woodpecker,Dryobates villosus,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
2403,S56350152,Peregrine Falcon,Falco peregrinus,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
2438,S56350152,Eastern Wood-Pewee,Contopus virens,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
2605,S56350152,Great Crested Flycatcher,Myiarchus crinitus,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
2813,S56350152,Red-eyed Vireo,Vireo olivaceus,5/16/2019,9:24 AM,5,102,US-MO,38.6389068,-90.2853806,85,5,2019
2908,S21499852,Blue Jay,Cyanocitta cristata,1/22/2015,10:30 AM,2,30,US-MO,38.6389068,-90.2853806,85,1,2015
2944,S56350152,Blue Jay,Cyanocitta cristata,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
3310,S56350152,Tufted Titmouse,Baeolophus bicolor,5/16/2019,9:24 AM,3,102,US-MO,38.6389068,-90.2853806,85,5,2019
3644,S56350152,White-breasted Nuthatch,Sitta carolinensis,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
3867,S21499852,Carolina Wren,Thryothorus ludovicianus,1/22/2015,10:30 AM,1,30,US-MO,38.6389068,-90.2853806,85,1,2015
3889,S56350152,Carolina Wren,Thryothorus ludovicianus,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
3976,S21499852,European Starling,Sturnus vulgaris,1/22/2015,10:30 AM,35,30,US-MO,38.6389068,-90.2853806,85,1,2015
4105,S56350152,Gray Catbird,Dumetella carolinensis,5/16/2019,9:24 AM,2,102,US-MO,38.6389068,-90.2853806,85,5,2019
4319,S56350152,Swainson's Thrush,Catharus ustulatus,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
4467,S56350152,American Robin,Turdus migratorius,5/16/2019,9:24 AM,4,102,US-MO,38.6389068,-90.2853806,85,5,2019
4799,S56350152,American Goldfinch,Spinus tristis,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
4874,S56350152,Chipping Sparrow,Spizella passerina,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
5000,S21499852,Dark-eyed Junco,Junco hyemalis,1/22/2015,10:30 AM,2,30,US-MO,38.6389068,-90.2853806,85,1,2015
5258,S21499852,Song Sparrow,Melospiza melodia,1/22/2015,10:30 AM,2,30,US-MO,38.6389068,-90.2853806,85,1,2015
5518,S21499852,Red-winged Blackbird,Agelaius phoeniceus,1/22/2015,10:30 AM,2,30,US-MO,38.6389068,-90.2853806,85,1,2015
5607,S56350152,Brown-headed Cowbird,Molothrus ater,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
5698,S56350152,Common Grackle,Quiscalus quiscula,5/16/2019,9:24 AM,2,102,US-MO,38.6389068,-90.2853806,85,5,2019
5802,S56350152,Black-and-white Warbler,Mniotilta varia,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
6030,S56350152,Magnolia Warbler,Setophaga magnolia,5/16/2019,9:24 AM,2,102,US-MO,38.6389068,-90.2853806,85,5,2019
6038,S56350152,Bay-breasted Warbler,Setophaga castanea,5/16/2019,9:24 AM,2,102,US-MO,38.6389068,-90.2853806,85,5,2019
6071,S56350152,Chestnut-sided Warbler,Setophaga pensylvanica,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
6270,S56350152,Wilson's Warbler,Cardellina pusilla,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
6288,S56350152,Summer Tanager,Piranga rubra,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
6435,S56350152,Northern Cardinal,Cardinalis cardinalis,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
6521,S56350152,Rose-breasted Grosbeak,Pheucticus ludovicianus,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
6573,S56350152,Indigo Bunting,Passerina cyanea,5/16/2019,9:24 AM,1,102,US-MO,38.6389068,-90.2853806,85,5,2019
95,S35594469,Canada Goose,Branta canadensis,3/31/2017,5:47 PM,2,80,US-MO,38.6389068,-90.2853806,84,3,2017
240,S35594469,Blue-winged Teal,Spatula discors,3/31/2017,5:47 PM,5,80,US-MO,38.6389068,-90.2853806,84,3,2017
323,S17365487,Mallard,Anas platyrhynchos,3/8/2014,9:10 AM,30,20,US-MO,38.614255,-90.2916527,84,3,2014
604,S35594469,Pied-billed Grebe,Podilymbus podiceps,3/31/2017,5:47 PM,1,80,US-MO,38.6389068,-90.2853806,84,3,2017
719,S17365487,Mourning Dove,Zenaida macroura,3/8/2014,9:10 AM,3,20,US-MO,38.614255,-90.2916527,84,3,2014
768,S35594469,Mourning Dove,Zenaida macroura,3/31/2017,5:47 PM,2,80,US-MO,38.6389068,-90.2853806,84,3,2017
791,S19755048,Mourning Dove,Zenaida macroura,9/6/2014,5:00 PM,4,60,US-MO,38.636316,-90.296545,84,9,2014
910,S19755048,Chimney Swift,Chaetura pelagica,9/6/2014,5:00 PM,4,60,US-MO,38.636316,-90.296545,84,9,2014
955,S19755048,Ruby-throated Hummingbird,Archilochus colubris,9/6/2014,5:00 PM,1,60,US-MO,38.636316,-90.296545,84,9,2014
1360,S35594469,Great Blue Heron,Ardea herodias,3/31/2017,5:47 PM,1,80,US-MO,38.6389068,-90.2853806,84,3,2017
1718,S35594469,Cooper's Hawk,Accipiter cooperii,3/31/2017,5:47 PM,1,80,US-MO,38.6389068,-90.2853806,84,3,2017
1953,S35594469,Belted Kingfisher,Megaceryle alcyon,3/31/2017,5:47 PM,1,80,US-MO,38.6389068,-90.2853806,84,3,2017
1979,S35594469,Yellow-bellied Sapsucker,Sphyrapicus varius,3/31/2017,5:47 PM,4,80,US-MO,38.6389068,-90.2853806,84,3,2017
2199,S35594469,Downy Woodpecker,Dryobates pubescens,3/31/2017,5:47 PM,4,80,US-MO,38.6389068,-90.2853806,84,3,2017
2215,S19755048,Downy Woodpecker,Dryobates pubescens,9/6/2014,5:00 PM,1,60,US-MO,38.636316,-90.296545,84,9,2014
2326,S35594469,Northern Flicker,Colaptes auratus,3/31/2017,5:47 PM,2,80,US-MO,38.6389068,-90.2853806,84,3,2017
2386,S35594469,American Kestrel,Falco sparverius,3/31/2017,5:47 PM,1,80,US-MO,38.6389068,-90.2853806,84,3,2017
2532,S35594469,Eastern Phoebe,Sayornis phoebe,3/31/2017,5:47 PM,1,80,US-MO,38.6389068,-90.2853806,84,3,2017
2923,S35594469,Blue Jay,Cyanocitta cristata,3/31/2017,5:47 PM,1,80,US-MO,38.6389068,-90.2853806,84,3,2017
3298,S35594469,Tufted Titmouse,Baeolophus bicolor,3/31/2017,5:47 PM,1,80,US-MO,38.6389068,-90.2853806,84,3,2017
3360,S35594469,Northern Rough-winged Swallow,Stelgidopteryx serripennis,3/31/2017,5:47 PM,5,80,US-MO,38.6389068,-90.2853806,84,3,2017
3424,S35594469,Tree Swallow,Tachycineta bicolor,3/31/2017,5:47 PM,6,80,US-MO,38.6389068,-90.2853806,84,3,2017
3476,S35594469,Barn Swallow,Hirundo rustica,3/31/2017,5:47 PM,1,80,US-MO,38.6389068,-90.2853806,84,3,2017
3544,S35594469,Ruby-crowned Kinglet,Corthylio calendula,3/31/2017,5:47 PM,2,80,US-MO,38.6389068,-90.2853806,84,3,2017
3635,S35594469,White-breasted Nuthatch,Sitta carolinensis,3/31/2017,5:47 PM,2,80,US-MO,38.6389068,-90.2853806,84,3,2017
3949,S17365487,European Starling,Sturnus vulgaris,3/8/2014,9:10 AM,40,20,US-MO,38.614255,-90.2916527,84,3,2014
4004,S19755048,European Starling,Sturnus vulgaris,9/6/2014,5:00 PM,6,60,US-MO,38.636316,-90.296545,84,9,2014
4147,S35594469,Brown Thrasher,Toxostoma rufum,3/31/2017,5:47 PM,1,80,US-MO,38.6389068,-90.2853806,84,3,2017
4320,S19755048,Swainson's Thrush,Catharus ustulatus,9/6/2014,5:00 PM,1,60,US-MO,38.636316,-90.296545,84,9,2014
4340,S35594469,Hermit Thrush,Catharus guttatus,3/31/2017,5:47 PM,1,80,US-MO,38.6389068,-90.2853806,84,3,2017
4407,S17365487,American Robin,Turdus migratorius,3/8/2014,9:10 AM,4,20,US-MO,38.614255,-90.2916527,84,3,2014
4449,S35594469,American Robin,Turdus migratorius,3/31/2017,5:47 PM,3,80,US-MO,38.6389068,-90.2853806,84,3,2017
4472,S19755048,American Robin,Turdus migratorius,9/6/2014,5:00 PM,12,60,US-MO,38.636316,-90.296545,84,9,2014
4675,S19755048,House Finch,Haemorhous mexicanus,9/6/2014,5:00 PM,2,60,US-MO,38.636316,-90.296545,84,9,2014
4780,S35594469,American Goldfinch,Spinus tristis,3/31/2017,5:47 PM,1,80,US-MO,38.6389068,-90.2853806,84,3,2017
4803,S19755048,American Goldfinch,Spinus tristis,9/6/2014,5:00 PM,16,60,US-MO,38.636316,-90.296545,84,9,2014
4864,S35594469,Chipping Sparrow,Spizella passerina,3/31/2017,5:47 PM,2,80,US-MO,38.6389068,-90.2853806,84,3,2017
4980,S17365487,Dark-eyed Junco,Junco hyemalis,3/8/2014,9:10 AM,3,20,US-MO,38.614255,-90.2916527,84,3,2014
5005,S35594469,Dark-eyed Junco,Junco hyemalis,3/31/2017,5:47 PM,10,80,US-MO,38.6389068,-90.2853806,84,3,2017
5270,S35594469,Song Sparrow,Melospiza melodia,3/31/2017,5:47 PM,3,80,US-MO,38.6389068,-90.2853806,84,3,2017
5333,S35594469,Swamp Sparrow,Melospiza georgiana,3/31/2017,5:47 PM,12,80,US-MO,38.6389068,-90.2853806,84,3,2017
5527,S35594469,Red-winged Blackbird,Agelaius phoeniceus,3/31/2017,5:47 PM,5,80,US-MO,38.6389068,-90.2853806,84,3,2017
5703,S19755048,Common Grackle,Quiscalus quiscula,9/6/2014,5:00 PM,35,60,US-MO,38.636316,-90.296545,84,9,2014
5963,S19755048,American Redstart,Setophaga ruticilla,9/6/2014,5:00 PM,1,60,US-MO,38.636316,-90.296545,84,9,2014
6260,S19755048,Canada Warbler,Cardellina canadensis,9/6/2014,5:00 PM,1,60,US-MO,38.636316,-90.296545,84,9,2014
6355,S17365487,Northern Cardinal,Cardinalis cardinalis,3/8/2014,9:10 AM,4,20,US-MO,38.614255,-90.2916527,84,3,2014
6410,S35594469,Northern Cardinal,Cardinalis cardinalis,3/31/2017,5:47 PM,3,80,US-MO,38.6389068,-90.2853806,84,3,2017
381,S31926545,Mallard,Anas platyrhynchos,10/6/2016,12:00 PM,2,60,US-MO,38.6389068,-90.2853806,82,10,2016
859,S31926545,Yellow-billed Cuckoo,Coccyzus americanus,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
898,S31926545,Chimney Swift,Chaetura pelagica,10/6/2016,12:00 PM,20,60,US-MO,38.6389068,-90.2853806,82,10,2016
1354,S31926545,Great Blue Heron,Ardea herodias,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
1423,S31926545,Great Egret,Ardea alba,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
1525,S31926545,Black-crowned Night-Heron,Nycticorax nycticorax,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
1952,S31926545,Belted Kingfisher,Megaceryle alcyon,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
2323,S31926545,Northern Flicker,Colaptes auratus,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
2384,S31926545,American Kestrel,Falco sparverius,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
2919,S31926545,Blue Jay,Cyanocitta cristata,10/6/2016,12:00 PM,4,60,US-MO,38.6389068,-90.2853806,82,10,2016
3180,S31926545,Carolina Chickadee,Poecile carolinensis,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
3871,S31926545,Carolina Wren,Thryothorus ludovicianus,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
3980,S31926545,European Starling,Sturnus vulgaris,10/6/2016,12:00 PM,20,60,US-MO,38.6389068,-90.2853806,82,10,2016
4094,S31926545,Gray Catbird,Dumetella carolinensis,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
4443,S31926545,American Robin,Turdus migratorius,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
4582,S31926545,House Sparrow,Passer domesticus,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
4661,S31926545,House Finch,Haemorhous mexicanus,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
5330,S31926545,Swamp Sparrow,Melospiza georgiana,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
5827,S31926545,Tennessee Warbler,Leiothlypis peregrina,10/6/2016,12:00 PM,5,60,US-MO,38.6389068,-90.2853806,82,10,2016
5876,S31926545,Nashville Warbler,Leiothlypis ruficapilla,10/6/2016,12:00 PM,5,60,US-MO,38.6389068,-90.2853806,82,10,2016
5925,S31926545,Common Yellowthroat,Geothlypis trichas,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
6189,S31926545,Yellow-rumped Warbler,Setophaga coronata,10/6/2016,12:00 PM,3,60,US-MO,38.6389068,-90.2853806,82,10,2016
6252,S31926545,Black-throated Green Warbler,Setophaga virens,10/6/2016,12:00 PM,2,60,US-MO,38.6389068,-90.2853806,82,10,2016
6405,S31926545,Northern Cardinal,Cardinalis cardinalis,10/6/2016,12:00 PM,5,60,US-MO,38.6389068,-90.2853806,82,10,2016
6518,S31926545,Rose-breasted Grosbeak,Pheucticus ludovicianus,10/6/2016,12:00 PM,1,60,US-MO,38.6389068,-90.2853806,82,10,2016
26,S22598375,Canada Goose,Branta canadensis,3/30/2015,4:30 PM,65,30,US-VT,43.7829965,-73.3154315,81,3,2015
89,S23471799,Canada Goose,Branta canadensis,5/13/2015,8:00 AM,4,120,US-MO,38.6389068,-90.2853806,81,5,2015
194,S23471799,Wood Duck,Aix sponsa,5/13/2015,8:00 AM,6,120,US-MO,38.6389068,-90.2853806,81,5,2015
307,S22598375,Mallard,Anas platyrhynchos,3/30/2015,4:30 PM,4,30,US-VT,43.7829965,-73.3154315,81,3,2015
376,S23471799,Mallard,Anas platyrhynchos,5/13/2015,8:00 AM,6,120,US-MO,38.6389068,-90.2853806,81,5,2015
448,S22598375,American Black Duck,Anas rubripes,3/30/2015,4:30 PM,2,30,US-VT,43.7829965,-73.3154315,81,3,2015
514,S22598375,Hooded Merganser,Lophodytes cucullatus,3/30/2015,4:30 PM,3,30,US-VT,43.7829965,-73.3154315,81,3,2015
760,S23471799,Mourning Dove,Zenaida macroura,5/13/2015,8:00 AM,4,120,US-MO,38.6389068,-90.2853806,81,5,2015
894,S23471799,Chimney Swift,Chaetura pelagica,5/13/2015,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
948,S23471799,Ruby-throated Hummingbird,Archilochus colubris,5/13/2015,8:00 AM,3,120,US-MO,38.6389068,-90.2853806,81,5,2015
1159,S22598375,Ring-billed Gull,Larus delawarensis,3/30/2015,4:30 PM,1,30,US-VT,43.7829965,-73.3154315,81,3,2015
1296,S22598375,Great Blue Heron,Ardea herodias,3/30/2015,4:30 PM,1,30,US-VT,43.7829965,-73.3154315,81,3,2015
1683,S22598375,Northern Harrier,Circus hudsonius,3/30/2015,4:30 PM,1,30,US-VT,43.7829965,-73.3154315,81,3,2015
1808,S22598375,Red-tailed Hawk,Buteo jamaicensis,3/30/2015,4:30 PM,2,30,US-VT,43.7829965,-73.3154315,81,3,2015
2087,S23471799,Red-bellied Woodpecker,Melanerpes carolinus,5/13/2015,8:00 AM,3,120,US-MO,38.6389068,-90.2853806,81,5,2015
2195,S23471799,Downy Woodpecker,Dryobates pubescens,5/13/2015,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
2433,S23471799,Eastern Wood-Pewee,Contopus virens,5/13/2015,8:00 AM,3,120,US-MO,38.6389068,-90.2853806,81,5,2015
2458,S23471799,Acadian Flycatcher,Empidonax virescens,5/13/2015,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,81,5,2015
2599,S23471799,Great Crested Flycatcher,Myiarchus crinitus,5/13/2015,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
2699,S23471799,White-eyed Vireo,Vireo griseus,5/13/2015,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,81,5,2015
2764,S23471799,Warbling Vireo,Vireo gilvus,5/13/2015,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
2810,S23471799,Red-eyed Vireo,Vireo olivaceus,5/13/2015,8:00 AM,3,120,US-MO,38.6389068,-90.2853806,81,5,2015
2913,S23471799,Blue Jay,Cyanocitta cristata,5/13/2015,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
3176,S23471799,Carolina Chickadee,Poecile carolinensis,5/13/2015,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
3295,S23471799,Tufted Titmouse,Baeolophus bicolor,5/13/2015,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
3736,S23471799,Blue-gray Gnatcatcher,Polioptila caerulea,5/13/2015,8:00 AM,4,120,US-MO,38.6389068,-90.2853806,81,5,2015
3798,S23471799,House Wren,Troglodytes aedon,5/13/2015,8:00 AM,4,120,US-MO,38.6389068,-90.2853806,81,5,2015
3869,S23471799,Carolina Wren,Thryothorus ludovicianus,5/13/2015,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
4090,S23471799,Gray Catbird,Dumetella carolinensis,5/13/2015,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
4293,S23471799,Gray-cheeked Thrush,Catharus minimus,5/13/2015,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,81,5,2015
4312,S23471799,Swainson's Thrush,Catharus ustulatus,5/13/2015,8:00 AM,4,120,US-MO,38.6389068,-90.2853806,81,5,2015
5060,S23471799,White-crowned Sparrow,Zonotrichia leucophrys,5/13/2015,8:00 AM,3,120,US-MO,38.6389068,-90.2853806,81,5,2015
5208,S22598375,Song Sparrow,Melospiza melodia,3/30/2015,4:30 PM,1,30,US-VT,43.7829965,-73.3154315,81,3,2015
5472,S22598375,Red-winged Blackbird,Agelaius phoeniceus,3/30/2015,4:30 PM,1,30,US-VT,43.7829965,-73.3154315,81,3,2015
5799,S23471799,Black-and-white Warbler,Mniotilta varia,5/13/2015,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,81,5,2015
5825,S23471799,Tennessee Warbler,Leiothlypis peregrina,5/13/2015,8:00 AM,3,120,US-MO,38.6389068,-90.2853806,81,5,2015
5873,S23471799,Nashville Warbler,Leiothlypis ruficapilla,5/13/2015,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,81,5,2015
5960,S23471799,American Redstart,Setophaga ruticilla,5/13/2015,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,81,5,2015
6029,S23471799,Magnolia Warbler,Setophaga magnolia,5/13/2015,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
6037,S23471799,Bay-breasted Warbler,Setophaga castanea,5/13/2015,8:00 AM,1,120,US-MO,38.6389068,-90.2853806,81,5,2015
6086,S23471799,Blackpoll Warbler,Setophaga striata,5/13/2015,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
6517,S23471799,Rose-breasted Grosbeak,Pheucticus ludovicianus,5/13/2015,8:00 AM,2,120,US-MO,38.6389068,-90.2853806,81,5,2015
626,S99468922,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),12/26/2021,2:29 PM,3,44,US-FL,27.1459228,-80.8641815,80,12,2021
659,S99468922,Eurasian Collared-Dove,Streptopelia decaocto,12/26/2021,2:29 PM,2,44,US-FL,27.1459228,-80.8641815,80,12,2021
1004,S99468922,Sandhill Crane,Antigone canadensis,12/26/2021,2:29 PM,8,44,US-FL,27.1459228,-80.8641815,80,12,2021
1247,S99468922,Double-crested Cormorant,Nannopterum auritum,12/26/2021,2:29 PM,3,44,US-FL,27.1459228,-80.8641815,80,12,2021
1569,S41337936,Black Vulture,Coragyps atratus,12/25/2017,10:30 AM,9,330,US-IL,37.6042906,-89.1945219,80,12,2017
1574,S99468922,Black Vulture,Coragyps atratus,12/26/2021,2:29 PM,12,44,US-FL,27.1459228,-80.8641815,80,12,2021
1612,S99468922,Turkey Vulture,Cathartes aura,12/26/2021,2:29 PM,4,44,US-FL,27.1459228,-80.8641815,80,12,2021
1663,S99468922,Osprey,Pandion haliaetus,12/26/2021,2:29 PM,4,44,US-FL,27.1459228,-80.8641815,80,12,2021
1963,S41337936,Yellow-bellied Sapsucker,Sphyrapicus varius,12/25/2017,10:30 AM,3,330,US-IL,37.6042906,-89.1945219,80,12,2017
2157,S41337936,Downy Woodpecker,Dryobates pubescens,12/25/2017,10:30 AM,2,330,US-IL,37.6042906,-89.1945219,80,12,2017
2273,S41337936,Pileated Woodpecker,Dryocopus pileatus,12/25/2017,10:30 AM,4,330,US-IL,37.6042906,-89.1945219,80,12,2017
2829,S99468922,Loggerhead Shrike,Lanius ludovicianus,12/26/2021,2:29 PM,1,44,US-FL,27.1459228,-80.8641815,80,12,2021
2854,S41337936,Blue Jay,Cyanocitta cristata,12/25/2017,10:30 AM,1,330,US-IL,37.6042906,-89.1945219,80,12,2017
3040,S99468922,American Crow,Corvus brachyrhynchos,12/26/2021,2:29 PM,2,44,US-FL,27.1459228,-80.8641815,80,12,2021
3135,S41337936,Carolina Chickadee,Poecile carolinensis,12/25/2017,10:30 AM,8,330,US-IL,37.6042906,-89.1945219,80,12,2017
3259,S41337936,Tufted Titmouse,Baeolophus bicolor,12/25/2017,10:30 AM,12,330,US-IL,37.6042906,-89.1945219,80,12,2017
3525,S41337936,Ruby-crowned Kinglet,Corthylio calendula,12/25/2017,10:30 AM,1,330,US-IL,37.6042906,-89.1945219,80,12,2017
3573,S41337936,Golden-crowned Kinglet,Regulus satrapa,12/25/2017,10:30 AM,6,330,US-IL,37.6042906,-89.1945219,80,12,2017
3605,S41337936,White-breasted Nuthatch,Sitta carolinensis,12/25/2017,10:30 AM,2,330,US-IL,37.6042906,-89.1945219,80,12,2017
3666,S41337936,Brown Creeper,Certhia americana,12/25/2017,10:30 AM,4,330,US-IL,37.6042906,-89.1945219,80,12,2017
3837,S41337936,Carolina Wren,Thryothorus ludovicianus,12/25/2017,10:30 AM,2,330,US-IL,37.6042906,-89.1945219,80,12,2017
4334,S41337936,Hermit Thrush,Catharus guttatus,12/25/2017,10:30 AM,1,330,US-IL,37.6042906,-89.1945219,80,12,2017
4728,S41337936,American Goldfinch,Spinus tristis,12/25/2017,10:30 AM,4,330,US-IL,37.6042906,-89.1945219,80,12,2017
4957,S41337936,Dark-eyed Junco,Junco hyemalis,12/25/2017,10:30 AM,6,330,US-IL,37.6042906,-89.1945219,80,12,2017
5077,S41337936,White-throated Sparrow,Zonotrichia albicollis,12/25/2017,10:30 AM,12,330,US-IL,37.6042906,-89.1945219,80,12,2017
5655,S99468922,Common Grackle,Quiscalus quiscula,12/26/2021,2:29 PM,40,44,US-FL,27.1459228,-80.8641815,80,12,2021
6104,S99468922,Palm Warbler,Setophaga palmarum,12/26/2021,2:29 PM,1,44,US-FL,27.1459228,-80.8641815,80,12,2021
6154,S41337936,Yellow-rumped Warbler,Setophaga coronata,12/25/2017,10:30 AM,1,330,US-IL,37.6042906,-89.1945219,80,12,2017
6319,S41337936,Northern Cardinal,Cardinalis cardinalis,12/25/2017,10:30 AM,2,330,US-IL,37.6042906,-89.1945219,80,12,2017
48,S36840463,Canada Goose,Branta canadensis,5/13/2017,5:30 AM,3,90,US-MO,38.661,-90.758,79,5,2017
141,S51186467,Canada Goose,Branta canadensis,1/1/2019,3:57 PM,5,75,US-OK,36.1189623,-95.9855793,79,1,2019
161,S36840463,Wood Duck,Aix sponsa,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
427,S37165903,Mallard,Anas platyrhynchos,5/26/2017,6:09 PM,3,69,US-MO,38.6066358,-90.2582139,79,5,2017
439,S51186467,Mallard,Anas platyrhynchos,1/1/2019,3:57 PM,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
548,S36840471,Northern Bobwhite,Colinus virginianus,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
560,S36840471,Wild Turkey,Meleagris gallopavo,5/13/2017,7:00 AM,3,60,US-MO,38.6360813,-90.7679701,79,5,2017
650,S106694384,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),4/10/2022,9:00 AM,2,44,US-OK,36.1499519,-96.2529969,79,4,2022
675,S81668053,White-winged Dove,Zenaida asiatica,2/15/2021,3:30 PM,3,15,US-OK,36.1441138,-95.9327686,79,2,2021
710,S36840471,Mourning Dove,Zenaida macroura,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
819,S37165903,Mourning Dove,Zenaida macroura,5/26/2017,6:09 PM,2,69,US-MO,38.6066358,-90.2582139,79,5,2017
826,S81668053,Mourning Dove,Zenaida macroura,2/15/2021,3:30 PM,8,15,US-OK,36.1441138,-95.9327686,79,2,2021
842,S51186467,Mourning Dove,Zenaida macroura,1/1/2019,3:57 PM,3,75,US-OK,36.1189623,-95.9855793,79,1,2019
862,S36840463,Black-billed Cuckoo,Coccyzus erythropthalmus,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
865,S36840463,Common Nighthawk,Chordeiles minor,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
878,S36840463,Chimney Swift,Chaetura pelagica,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
924,S37165903,Chimney Swift,Chaetura pelagica,5/26/2017,6:09 PM,9,69,US-MO,38.6066358,-90.2582139,79,5,2017
943,S36840463,Ruby-throated Hummingbird,Archilochus colubris,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
